cpu_percent,memory_percent,disk_percent,db_connections,db_pool_usage,api_latency_ms,error_rate,request_rate,queue_depth,network_latency_ms,traffic_growth_percent,failure_type,failure_in_next_window
98.71,99.84,69.42,47.12,63.51,507.44,3.83,2553.53,178.57,39.53,38.0,cpu_saturation,1
10.17,42.22,68.1,86.33,98.4,1135.84,7.79,1145.9,81.68,38.94,18.73,database_connection_exhaustion,1
22.81,55.66,62.05,55.61,12.22,106.7,1.04,1268.45,30.33,57.06,-4.86,none,0
57.67,47.37,55.79,85.61,97.76,908.56,6.79,1167.56,106.76,58.95,5.74,database_connection_exhaustion,1
94.65,61.5,74.86,58.63,43.02,429.9,9.66,1270.96,116.74,64.36,29.45,cpu_saturation,1
78.03,96.35,28.83,17.66,69.28,747.22,4.73,1129.57,131.55,59.41,5.13,memory_exhaustion,1
40.71,62.25,70.7,86.2,87.88,602.3,5.26,1017.73,97.84,36.21,11.66,database_connection_exhaustion,1
66.36,52.14,39.82,80.56,97.83,644.12,5.72,1261.5,183.32,39.44,1.6,database_connection_exhaustion,1
94.89,70.39,61.81,50.95,39.19,509.55,5.14,1771.8,164.49,38.14,44.23,cpu_saturation,1
47.01,38.46,40.34,64.61,43.2,78.56,0.7,583.08,5.47,44.45,-0.82,none,0
63.57,46.54,55.38,56.09,22.46,85.53,1.52,166.57,60.49,45.69,3.81,none,0
54.79,53.93,67.26,62.46,71.07,108.02,0.5,686.69,33.09,12.43,-9.06,none,0
65.43,90.13,78.93,60.08,48.49,837.99,3.5,778.3,130.45,25.82,5.58,memory_exhaustion,1
42.54,50.63,97.47,39.91,44.19,628.93,1.5,941.27,29.73,49.15,0.37,disk_exhaustion,1
31.51,62.09,73.12,39.02,59.31,129.53,0.89,1085.93,42.5,24.91,-12.81,none,0
69.08,49.29,73.87,60.99,57.91,140.4,0.95,1028.13,12.27,52.19,0.79,none,0
41.79,40.39,46.52,50.34,27.57,93.92,0.79,1010.21,5.45,28.86,-18.47,none,0
38.35,53.46,56.06,88.64,98.39,919.24,7.99,629.97,126.7,26.41,1.96,database_connection_exhaustion,1
41.01,68.6,66.23,18.64,37.99,188.63,0.0,790.69,45.89,44.63,-0.36,none,0
77.53,38.7,36.52,70.79,60.12,930.55,11.34,1211.38,136.89,694.65,-3.19,network_degradation,1
84.5,57.71,48.79,63.35,46.61,863.99,6.6,1515.0,92.92,43.97,47.4,cpu_saturation,1
31.55,47.15,70.36,18.48,72.63,207.67,1.83,844.41,10.11,50.07,20.22,none,0
54.64,58.04,57.67,52.55,68.0,178.67,1.61,800.64,42.44,41.31,6.03,none,0
45.42,54.64,57.94,39.76,58.32,20.62,1.97,745.19,47.26,12.51,-0.31,none,0
42.93,41.46,71.47,25.24,46.5,118.6,2.11,855.6,30.09,35.45,4.36,none,0
45.62,49.29,44.53,88.43,100.0,1303.95,10.47,440.16,182.98,65.47,4.02,database_connection_exhaustion,1
31.78,34.77,97.56,87.3,95.34,788.84,8.76,1066.11,119.04,53.58,-3.73,database_connection_exhaustion,1
54.21,38.67,52.54,44.56,32.86,125.12,1.82,575.93,23.28,38.12,-7.97,none,0
43.8,38.0,29.27,32.42,48.73,169.59,1.31,1282.44,40.03,21.7,-1.0,none,0
65.22,44.16,87.61,38.13,41.91,178.32,2.92,1482.72,29.98,38.66,-1.01,none,0
55.02,42.51,69.08,54.98,34.62,123.61,0.56,1286.2,21.78,21.71,19.67,none,0
12.59,58.42,25.65,32.59,51.54,170.34,0.88,664.25,56.79,62.22,1.95,none,0
33.74,46.22,54.69,56.06,19.32,168.93,2.72,904.09,14.52,55.93,-6.39,none,0
16.8,55.52,35.34,18.89,46.44,1475.1,9.15,1796.75,172.79,27.56,54.97,api_availability_degradation,1
48.9,44.0,93.15,61.4,59.78,618.26,3.04,1090.56,42.29,37.58,6.48,disk_exhaustion,1
74.29,50.74,53.05,36.6,8.64,227.49,0.86,582.72,34.43,39.88,26.32,none,0
68.78,58.6,46.05,82.74,69.47,178.92,2.4,1089.0,33.57,47.45,26.13,none,0
74.8,94.96,31.57,47.22,54.45,679.96,1.69,835.3,85.95,55.41,5.89,memory_exhaustion,1
94.38,49.13,73.35,30.12,21.05,576.84,5.23,1551.81,66.58,8.67,33.37,cpu_saturation,1
39.09,75.01,58.31,39.69,56.62,189.11,1.83,1685.5,18.77,58.98,16.67,none,0
53.66,56.58,40.59,94.49,91.1,493.16,5.54,1198.16,99.97,32.9,17.36,database_connection_exhaustion,1
98.08,61.61,56.12,38.52,38.95,612.1,7.25,1956.26,166.42,34.6,36.01,cpu_saturation,1
77.21,93.39,96.9,45.71,43.76,906.04,6.58,762.6,110.39,39.98,-9.65,memory_exhaustion,1
45.47,59.22,51.47,21.36,26.29,162.77,2.54,889.8,43.83,46.92,16.88,none,0
27.48,71.63,28.63,90.9,86.5,1009.07,11.89,1340.47,121.34,45.65,-6.42,database_connection_exhaustion,1
50.63,35.37,53.0,46.01,41.29,170.5,0.96,1031.0,37.23,61.11,5.9,none,0
42.76,55.6,41.05,33.95,46.88,47.09,1.39,885.75,38.73,26.58,0.5,none,0
34.17,37.88,44.86,98.66,94.54,1016.06,4.82,722.81,99.85,50.21,-7.97,database_connection_exhaustion,1
59.91,53.93,96.18,55.1,57.47,509.22,2.97,820.38,23.41,5.87,9.58,disk_exhaustion,1
19.16,28.22,80.13,14.03,56.97,218.02,1.46,974.4,32.09,7.21,-1.65,none,0
46.26,47.7,55.56,33.96,25.96,195.04,0.72,1548.45,24.95,44.94,21.38,none,0
60.96,93.14,28.71,41.35,28.87,587.21,4.2,1415.41,135.27,12.69,5.29,memory_exhaustion,1
60.09,47.56,72.91,57.51,45.62,16.98,0.3,877.14,36.07,18.71,15.25,none,0
50.89,55.25,65.02,49.97,45.06,139.5,2.19,1205.4,8.02,38.46,9.29,none,0
53.55,47.05,83.57,55.16,45.68,169.84,1.55,597.4,28.33,14.36,1.32,none,0
25.69,48.43,76.52,36.04,29.94,202.66,1.64,980.07,37.32,41.76,-3.17,none,0
71.23,55.11,77.81,40.7,62.94,108.49,0.2,1106.95,43.41,55.13,8.82,none,0
50.16,53.94,53.28,93.7,90.53,722.31,6.7,622.44,117.73,17.86,-2.17,database_connection_exhaustion,1
65.76,36.51,55.34,84.33,95.32,971.84,8.02,1157.04,106.74,41.16,4.4,database_connection_exhaustion,1
26.84,39.67,57.66,80.21,96.17,1076.75,7.53,1447.8,136.57,61.23,0.08,database_connection_exhaustion,1
60.14,51.91,47.74,92.53,96.16,1147.53,1.14,1187.18,145.94,33.03,16.26,database_connection_exhaustion,1
38.16,55.96,26.62,94.03,84.68,916.5,7.87,1423.87,119.91,44.8,-3.38,database_connection_exhaustion,1
93.66,90.78,51.34,38.87,40.37,424.42,6.07,1733.31,165.4,57.08,28.17,cpu_saturation,1
40.92,16.83,54.11,58.37,58.98,130.03,2.11,1239.08,18.38,54.44,1.62,none,0
34.46,52.56,32.32,93.81,96.06,747.66,7.35,1020.96,151.39,14.21,-21.96,database_connection_exhaustion,1
47.86,43.58,58.09,64.89,47.16,92.66,2.86,919.68,19.33,30.41,9.82,none,0
65.52,90.54,57.93,46.17,29.3,699.07,4.02,1021.09,46.99,62.64,7.45,memory_exhaustion,1
52.12,62.27,38.93,19.0,66.3,214.64,2.31,791.25,25.52,45.96,13.88,none,0
93.9,55.77,56.93,42.7,48.48,696.06,2.96,2163.0,94.73,35.2,38.99,cpu_saturation,1
68.38,59.81,41.69,48.51,39.58,84.15,2.29,1582.69,49.41,21.74,25.76,none,0
38.84,41.07,57.39,14.23,30.39,208.54,3.57,446.1,45.83,21.89,0.39,none,0
60.03,56.88,56.81,56.65,54.39,93.38,1.77,841.63,18.62,47.65,18.32,none,0
94.43,61.21,29.64,24.8,21.35,389.59,4.31,1428.54,134.43,64.64,31.77,cpu_saturation,1
58.29,48.23,74.12,38.2,29.93,240.3,2.44,1036.07,21.19,74.39,5.43,none,0
67.75,55.51,96.57,42.44,37.55,409.93,4.28,905.08,24.69,42.44,-10.0,disk_exhaustion,1
37.48,31.95,43.35,16.95,41.37,172.83,0.91,433.5,42.91,43.14,-3.74,none,0
58.44,55.23,65.55,22.27,53.15,97.39,0.37,992.11,37.24,40.5,5.79,none,0
15.39,55.39,58.6,37.6,38.2,154.67,1.16,1175.76,41.19,38.65,2.72,none,0
1.76,49.21,30.86,51.31,58.55,22.63,2.04,973.59,37.45,54.93,7.21,none,0
27.58,39.53,85.05,59.93,51.95,102.11,1.78,891.41,63.41,60.77,-3.33,none,0
93.86,75.6,71.51,12.31,51.3,496.12,3.77,1741.35,192.17,60.92,31.0,cpu_saturation,1
63.48,59.62,59.59,50.32,15.12,182.68,0.62,829.56,76.57,47.17,6.22,none,0
62.03,90.94,46.19,61.94,44.63,604.03,3.45,1139.92,154.7,15.44,14.63,memory_exhaustion,1
61.23,51.06,40.69,59.03,49.36,113.95,1.68,1048.47,18.32,18.79,16.87,none,0
42.73,56.16,96.15,38.62,39.94,656.38,3.88,1467.92,80.18,43.94,-12.2,disk_exhaustion,1
86.15,95.27,60.98,51.47,30.9,756.82,7.25,1098.41,122.43,25.01,-5.78,memory_exhaustion,1
44.46,11.0,65.26,80.17,33.88,148.08,2.92,1132.69,37.08,33.75,7.84,none,0
54.85,95.09,91.21,45.26,29.96,701.76,0.0,936.49,112.53,54.77,-7.77,memory_exhaustion,1
34.29,62.44,83.82,19.3,36.32,201.51,2.33,962.74,43.88,47.09,14.83,none,0
43.14,60.04,53.32,58.12,33.86,1094.92,5.28,2029.23,183.88,25.88,51.32,api_availability_degradation,1
19.56,53.01,92.64,36.62,52.05,210.68,0.3,1092.44,44.35,35.06,-9.65,none,0
18.42,22.84,33.57,38.73,21.33,89.7,0.93,1331.89,36.88,43.45,21.57,none,0
30.75,37.85,45.29,48.86,66.19,95.82,1.43,966.18,52.06,53.63,-5.64,none,0
40.56,53.35,35.57,98.68,94.4,672.9,9.03,829.51,128.5,43.74,12.41,database_connection_exhaustion,1
56.94,60.07,50.86,40.64,75.71,83.52,1.13,1220.12,27.04,31.32,13.21,none,0
47.7,31.06,56.84,51.3,29.41,227.6,1.95,751.67,38.66,48.37,-1.26,none,0
40.64,42.29,59.05,40.76,52.61,162.0,2.12,1151.7,45.42,26.68,15.82,none,0
63.8,31.82,80.28,56.86,60.65,1200.16,12.78,1657.11,195.2,27.25,56.39,api_availability_degradation,1
72.33,91.82,57.89,46.92,40.31,719.5,2.47,494.98,79.01,42.24,2.55,memory_exhaustion,1
32.35,70.37,57.21,24.25,48.81,1285.79,13.77,1873.37,69.65,50.7,34.1,api_availability_degradation,1
56.01,44.95,64.17,40.84,46.46,215.57,1.55,843.52,15.67,47.33,16.23,none,0
71.14,53.54,99.79,65.46,24.8,556.69,1.35,744.05,38.1,33.52,15.58,disk_exhaustion,1
46.98,51.46,48.74,49.9,15.44,49.79,0.83,497.08,35.75,24.98,4.2,none,0
42.37,57.72,47.58,43.69,36.98,195.5,0.41,1087.16,52.64,46.7,-1.25,none,0
89.55,69.91,61.43,47.07,65.75,708.42,4.81,1732.26,157.38,39.17,22.53,cpu_saturation,1
43.19,63.66,37.87,65.01,19.24,678.46,6.42,987.21,143.63,408.76,17.49,network_degradation,1
56.38,27.27,38.06,41.93,44.28,904.28,7.36,853.44,102.29,468.96,11.82,network_degradation,1
54.79,38.58,65.57,38.97,30.52,189.68,1.11,938.19,0.0,21.64,16.06,none,0
61.46,48.25,55.42,83.64,93.82,787.93,7.44,926.11,96.03,47.62,-4.45,database_connection_exhaustion,1
47.74,54.4,62.67,70.92,43.71,312.23,9.7,628.44,174.06,330.39,15.25,network_degradation,1
50.21,37.3,36.96,37.72,58.27,134.85,0.3,770.75,32.53,57.75,11.09,none,0
94.52,82.28,53.9,20.52,34.39,768.49,1.15,1905.02,82.31,38.77,36.79,cpu_saturation,1
70.01,30.32,52.98,43.83,44.9,1238.66,11.76,1613.47,235.93,41.78,36.95,api_availability_degradation,1
18.16,52.07,75.51,44.12,32.51,194.23,0.35,847.18,19.91,53.33,7.27,none,0
37.32,52.05,58.01,85.05,93.06,677.1,9.65,1353.91,126.71,75.67,-1.99,database_connection_exhaustion,1
66.01,92.39,35.88,37.23,69.39,470.32,3.73,457.29,1.1,36.35,-1.94,memory_exhaustion,1
92.48,66.4,42.98,61.82,31.99,727.57,1.03,1855.88,154.68,18.08,50.0,cpu_saturation,1
41.71,43.76,60.16,42.27,46.75,1502.27,8.87,1918.09,230.68,32.36,31.13,api_availability_degradation,1
62.49,47.19,44.93,30.12,32.99,168.52,0.91,1107.09,22.31,54.26,1.15,none,0
84.36,93.34,55.55,30.64,73.56,802.35,2.44,1294.25,80.8,52.39,18.5,memory_exhaustion,1
10.38,47.04,48.76,37.92,41.72,1318.39,18.28,1934.77,192.02,19.89,50.27,api_availability_degradation,1
20.59,63.8,58.78,88.53,97.25,799.08,5.02,977.78,132.6,13.83,12.06,database_connection_exhaustion,1
18.86,52.42,93.12,27.41,39.15,536.56,3.92,1181.41,47.7,43.57,3.18,disk_exhaustion,1
89.65,80.89,52.45,29.92,50.04,639.55,4.51,1413.1,183.46,45.75,36.61,cpu_saturation,1
41.68,46.2,54.41,37.42,49.52,214.24,3.52,1249.74,40.09,8.78,3.44,none,0
22.0,62.34,30.12,81.41,89.04,842.32,6.15,694.05,101.8,52.02,17.58,database_connection_exhaustion,1
25.18,58.6,49.79,88.73,96.91,725.41,6.13,743.49,116.38,39.57,12.69,database_connection_exhaustion,1
64.01,33.09,70.91,94.84,93.3,898.45,8.21,648.8,119.96,34.11,8.02,database_connection_exhaustion,1
27.04,68.58,62.99,86.62,94.53,646.54,6.63,1192.28,119.08,65.34,14.26,database_connection_exhaustion,1
62.76,91.69,67.55,59.33,50.51,1073.37,3.49,504.66,86.63,21.62,6.07,memory_exhaustion,1
95.49,75.66,43.98,15.55,21.52,630.77,6.02,1292.42,116.35,32.27,58.69,cpu_saturation,1
94.75,68.92,46.13,50.13,52.11,782.6,3.84,2111.08,135.72,43.53,23.56,cpu_saturation,1
44.69,25.31,60.14,60.43,81.21,725.52,9.76,1074.61,155.32,388.54,19.18,network_degradation,1
30.89,32.99,53.02,93.36,97.72,990.29,6.94,1241.82,126.11,33.4,1.12,database_connection_exhaustion,1
84.04,96.31,77.1,60.63,41.19,833.65,3.89,516.22,83.95,40.75,2.27,memory_exhaustion,1
46.0,71.66,30.34,37.06,35.73,174.79,0.58,1016.74,55.68,21.46,-3.63,none,0
58.75,52.27,69.38,59.16,28.0,928.67,7.41,1131.91,81.96,649.04,1.84,network_degradation,1
40.8,37.25,53.44,47.17,32.09,130.49,2.29,841.97,53.76,47.82,8.49,none,0
99.13,74.9,72.6,53.23,24.2,857.48,2.38,1510.17,79.72,34.52,23.48,cpu_saturation,1
38.19,44.76,31.45,46.0,26.37,169.82,1.89,1276.09,36.89,49.75,-9.76,none,0
69.18,98.0,54.27,40.91,53.78,441.45,4.52,1044.48,100.96,47.08,7.65,memory_exhaustion,1
54.56,38.82,53.74,60.62,44.93,158.25,1.19,1000.56,29.56,46.16,-7.33,none,0
47.1,59.6,65.03,65.94,45.35,84.88,1.44,595.0,5.59,30.46,7.34,none,0
64.96,52.65,73.6,71.09,59.8,125.94,0.66,763.25,32.06,33.37,-5.37,none,0
52.64,38.93,46.61,22.88,46.24,127.12,2.28,994.9,18.44,40.1,1.91,none,0
42.48,33.82,94.31,47.93,60.57,207.59,4.33,225.18,13.04,44.44,16.96,disk_exhaustion,1
45.31,56.99,42.96,92.69,94.17,986.78,6.62,130.04,97.04,54.46,3.75,database_connection_exhaustion,1
41.19,45.76,60.71,31.58,62.42,166.14,2.46,936.9,10.13,21.53,-1.49,none,0
21.48,52.24,60.07,41.63,66.04,148.61,1.24,925.83,41.24,19.55,-13.34,none,0
48.17,57.09,54.61,71.39,57.36,34.96,0.4,532.94,31.17,42.86,22.09,none,0
94.03,80.29,39.54,41.18,58.85,726.83,4.25,1974.82,180.45,40.14,31.16,cpu_saturation,1
55.56,42.57,57.72,52.67,36.56,172.84,1.53,907.27,41.73,21.26,-7.55,none,0
28.33,65.6,50.17,24.23,42.77,239.55,0.8,847.55,38.48,61.22,-4.89,none,0
21.88,49.86,58.79,58.76,51.5,155.53,1.71,1150.74,12.35,43.9,-11.56,none,0
72.14,43.07,59.82,57.23,68.45,795.19,7.52,1119.08,190.33,574.21,18.57,network_degradation,1
31.99,56.25,61.75,99.2,91.55,1140.85,4.66,1233.83,164.73,62.31,19.4,database_connection_exhaustion,1
97.64,66.22,52.46,36.11,65.48,951.22,5.26,1886.27,145.94,33.27,26.43,cpu_saturation,1
48.61,58.38,46.91,64.35,20.72,128.7,1.52,1244.77,51.19,60.83,6.61,none,0
54.99,51.57,47.52,96.03,96.66,841.82,5.97,1289.32,129.76,48.38,8.9,database_connection_exhaustion,1
91.59,68.94,60.37,46.41,36.57,281.21,2.88,1697.9,115.99,54.56,24.95,cpu_saturation,1
62.15,66.8,26.89,94.32,92.56,813.36,5.84,1410.51,113.97,59.15,5.86,database_connection_exhaustion,1
44.0,54.42,49.1,71.39,69.26,164.42,2.98,1366.03,25.65,47.25,4.52,none,0
97.55,81.93,54.89,32.39,32.8,821.13,4.41,2340.65,152.01,44.33,39.76,cpu_saturation,1
46.69,71.04,91.64,32.84,45.83,588.54,3.89,389.06,16.95,39.97,-11.46,disk_exhaustion,1
62.53,68.37,41.8,38.91,34.62,192.81,1.67,997.33,29.06,48.53,-3.55,none,0
49.95,62.55,49.62,45.77,61.44,92.4,2.47,935.38,41.75,52.2,3.23,none,0
24.72,28.51,56.6,100.0,100.0,727.4,7.1,875.81,102.1,24.67,-2.25,database_connection_exhaustion,1
42.64,54.78,57.86,59.74,37.34,1143.21,9.45,1040.02,146.81,399.37,17.71,network_degradation,1
27.59,71.84,65.95,33.1,10.19,91.8,1.63,946.59,52.45,23.97,8.07,none,0
25.25,57.34,54.76,36.74,12.07,172.74,0.96,904.86,51.02,39.53,7.43,none,0
47.54,40.44,74.01,85.11,90.08,781.24,4.28,1237.24,135.79,42.51,-3.4,database_connection_exhaustion,1
55.22,57.75,65.32,22.69,48.86,218.88,1.23,1269.4,27.62,38.14,-7.08,none,0
64.25,42.35,83.43,42.54,65.24,1325.4,8.41,818.4,117.77,560.98,-7.55,network_degradation,1
7.93,73.75,70.98,38.15,49.66,126.39,0.56,900.74,42.87,45.48,2.83,none,0
40.16,64.92,39.26,39.6,56.91,185.96,0.96,781.36,37.69,61.5,14.02,none,0
34.9,36.97,96.81,44.08,40.4,425.91,3.05,901.7,34.23,41.51,21.41,disk_exhaustion,1
51.91,39.06,60.0,41.4,54.21,52.19,2.66,587.61,56.88,41.15,10.14,none,0
46.21,38.56,64.35,96.44,96.0,632.71,8.31,1020.5,94.35,57.52,12.32,database_connection_exhaustion,1
95.8,76.89,55.73,44.02,66.32,524.22,8.66,1673.14,216.39,50.49,36.39,cpu_saturation,1
56.56,45.12,31.99,98.2,94.91,516.16,5.98,1020.74,99.18,35.74,7.1,database_connection_exhaustion,1
80.11,97.2,64.36,39.29,37.95,443.76,3.54,825.6,129.25,9.04,10.19,memory_exhaustion,1
40.3,40.62,44.14,86.86,97.92,737.6,9.59,1391.09,108.57,11.78,19.51,database_connection_exhaustion,1
61.15,58.9,36.88,23.86,47.53,320.73,8.73,941.58,100.09,396.33,-15.74,network_degradation,1
48.53,58.96,74.01,90.97,96.39,718.61,6.55,770.62,148.36,44.47,14.95,database_connection_exhaustion,1
87.98,61.75,54.41,46.65,28.25,631.64,5.25,1724.76,156.64,35.9,38.32,cpu_saturation,1
55.04,44.45,60.09,27.35,20.84,1018.32,8.39,996.62,138.84,549.5,1.88,network_degradation,1
66.38,44.15,59.98,46.44,47.1,185.07,1.77,985.49,55.48,46.06,-1.2,none,0
98.48,88.46,48.55,43.53,52.77,634.36,4.33,1829.08,139.76,47.96,29.71,cpu_saturation,1
45.53,31.89,67.85,50.63,68.05,107.96,2.67,1242.09,16.06,23.91,8.56,none,0
57.13,42.71,91.3,28.49,62.84,1523.73,9.54,2050.69,253.59,57.13,46.63,api_availability_degradation,1
33.2,41.29,64.42,47.8,73.79,182.5,1.95,1398.21,21.1,48.52,-3.07,none,0
83.04,94.65,30.48,60.98,68.48,751.8,6.26,1258.78,142.26,24.11,-3.44,memory_exhaustion,1
98.87,64.75,50.68,65.05,51.96,663.85,5.02,2044.78,96.62,57.86,18.24,cpu_saturation,1
18.8,64.54,97.3,47.45,40.69,457.25,2.08,1211.7,59.69,27.97,-4.66,disk_exhaustion,1
67.79,72.98,52.57,46.99,49.81,10.88,0.9,987.66,65.18,46.37,19.6,none,0
51.75,38.48,32.79,28.0,38.28,429.83,9.61,407.73,110.3,591.05,4.5,network_degradation,1
38.23,48.97,52.01,63.98,52.76,210.03,1.79,932.38,26.19,13.98,22.63,none,0
16.24,35.99,29.32,32.06,51.22,39.72,2.44,807.09,24.62,36.75,-7.41,none,0
21.72,66.77,36.94,92.03,92.54,824.68,8.1,1315.21,126.6,17.03,-15.33,database_connection_exhaustion,1
19.01,39.67,72.96,45.47,42.49,1248.95,13.15,2053.06,160.48,53.06,4.84,api_availability_degradation,1
22.75,37.64,42.04,59.91,14.22,189.38,1.4,691.62,54.72,18.12,12.94,none,0
15.34,36.21,73.68,46.04,53.46,148.6,2.04,673.19,39.69,36.05,1.93,none,0
90.6,84.43,71.98,46.57,28.96,756.47,6.9,1560.84,127.19,24.06,29.06,cpu_saturation,1
85.99,57.88,63.91,42.61,50.22,668.43,5.67,2239.49,132.01,14.47,38.79,cpu_saturation,1
36.24,44.89,86.18,24.07,33.54,88.31,1.28,750.53,47.94,62.72,3.9,none,0
95.86,67.9,57.17,49.37,29.11,581.57,7.63,2725.3,123.48,51.05,42.22,cpu_saturation,1
37.89,43.41,54.08,96.68,95.43,608.4,7.51,1002.99,105.01,41.51,-10.6,database_connection_exhaustion,1
82.83,94.28,50.96,54.11,51.85,563.27,3.51,1243.81,111.59,39.54,0.05,memory_exhaustion,1
88.18,62.02,59.03,52.38,58.74,660.47,5.44,1592.81,199.68,32.95,26.55,cpu_saturation,1
37.49,19.03,55.66,34.71,20.52,164.31,0.74,1019.65,33.98,81.32,0.89,none,0
43.97,40.58,57.73,56.24,52.85,183.53,0.85,1013.41,5.81,13.8,21.78,none,0
54.15,57.36,54.25,64.69,42.62,1162.14,7.63,1766.35,178.59,35.46,48.63,api_availability_degradation,1
42.51,68.38,93.25,39.37,36.34,567.58,3.25,943.96,0.0,33.8,17.06,disk_exhaustion,1
40.93,38.44,63.31,93.08,93.84,977.2,4.76,1100.94,99.53,55.14,3.98,database_connection_exhaustion,1
57.81,51.95,36.99,64.27,40.23,167.83,1.09,1062.34,49.3,59.38,20.24,none,0
54.35,29.68,59.56,72.43,26.53,682.51,8.7,934.15,143.86,483.01,-15.51,network_degradation,1
75.16,95.47,42.07,46.62,54.92,478.79,6.3,1328.98,142.47,32.09,-14.05,memory_exhaustion,1
10.67,55.33,33.05,51.77,61.06,98.26,0.85,1034.05,29.77,19.48,-0.68,none,0
41.57,71.05,57.36,28.88,49.08,137.13,2.65,888.51,25.45,56.68,-3.48,none,0
49.07,52.03,35.06,84.52,94.93,1017.25,5.18,1251.9,171.36,37.68,12.18,database_connection_exhaustion,1
40.25,62.89,93.66,57.39,65.62,449.66,5.28,940.66,14.62,41.69,1.76,disk_exhaustion,1
40.56,37.46,71.18,25.35,20.93,157.0,1.1,1156.8,53.26,59.26,14.57,none,0
60.69,44.55,37.89,53.15,38.52,142.12,2.04,1194.73,25.41,42.05,14.23,none,0
21.21,44.11,50.12,92.47,84.3,1028.89,9.75,784.36,96.52,47.84,12.47,database_connection_exhaustion,1
32.0,36.86,94.3,28.07,43.12,346.44,2.65,891.47,33.2,27.17,-2.13,disk_exhaustion,1
52.08,53.61,48.67,56.32,67.17,114.59,1.67,1052.69,20.38,20.48,29.5,none,0
45.46,53.92,91.38,41.74,45.73,152.99,2.37,1067.54,6.72,13.52,15.35,none,0
40.01,40.5,81.2,48.46,52.82,190.83,1.84,888.68,26.98,49.7,13.88,none,0
33.04,52.19,42.91,43.19,41.17,149.58,2.24,787.39,59.43,58.74,-11.13,none,0
27.52,54.15,33.45,62.21,62.9,1228.8,13.67,1483.46,169.81,37.32,40.91,api_availability_degradation,1
58.92,41.6,58.49,35.79,12.6,130.72,1.58,994.26,25.34,41.0,-1.72,none,0
37.89,59.48,33.76,91.62,94.49,1049.74,9.71,1284.12,128.66,65.38,-10.07,database_connection_exhaustion,1
91.59,62.93,100.0,30.07,47.08,686.85,6.15,1713.48,203.21,57.7,36.09,cpu_saturation,1
67.15,30.66,0.0,43.51,43.89,1478.03,12.29,1819.43,175.92,33.56,25.25,api_availability_degradation,1
69.99,93.76,69.84,22.27,33.76,642.32,6.44,525.93,88.69,32.0,16.03,memory_exhaustion,1
49.34,67.14,52.8,47.08,54.14,1265.1,6.47,2169.51,232.34,38.78,21.99,api_availability_degradation,1
99.61,69.0,68.09,20.22,40.14,446.38,3.02,2183.69,177.03,46.54,23.27,cpu_saturation,1
52.0,72.88,57.6,43.39,53.05,146.22,1.23,1048.29,41.39,32.36,-4.99,none,0
11.71,34.12,99.16,58.32,48.03,619.25,3.4,803.64,39.97,33.22,-6.92,disk_exhaustion,1
15.26,33.56,40.17,95.89,94.19,933.17,7.19,1197.02,152.91,60.26,-2.62,database_connection_exhaustion,1
11.77,45.53,57.34,62.6,35.92,1680.3,13.71,1607.2,177.53,35.99,28.9,api_availability_degradation,1
52.88,45.3,74.7,46.23,46.85,64.67,1.01,1457.89,6.37,35.69,2.35,none,0
62.55,97.53,67.33,34.94,52.9,725.52,3.0,607.1,62.32,43.81,0.39,memory_exhaustion,1
36.75,52.06,55.91,28.23,37.77,163.68,1.13,1011.65,44.05,29.83,13.45,none,0
42.42,33.24,66.09,73.93,29.0,102.08,2.73,1157.49,19.65,65.13,0.4,none,0
50.06,59.13,61.62,75.96,65.59,228.52,0.97,1080.92,55.27,34.05,1.11,none,0
52.02,49.77,59.1,17.68,39.98,107.53,2.78,955.47,31.27,56.52,20.52,none,0
32.23,43.42,59.41,49.85,32.86,46.95,0.2,703.48,26.71,35.23,-11.63,none,0
70.0,54.27,85.03,45.07,44.61,164.14,2.96,1393.19,41.37,46.41,-3.58,none,0
38.3,68.37,81.79,89.73,89.45,836.3,10.74,886.7,155.0,16.87,-9.02,database_connection_exhaustion,1
35.07,49.25,62.55,55.26,52.78,103.18,1.33,726.72,44.54,38.8,8.52,none,0
89.47,95.46,33.87,57.16,27.91,558.32,5.24,841.97,140.84,38.91,-9.18,memory_exhaustion,1
37.57,45.15,52.04,12.65,55.87,161.1,2.19,889.68,8.73,42.52,-6.32,none,0
94.38,89.34,76.57,49.6,41.68,616.67,6.58,2076.9,95.66,75.0,47.41,cpu_saturation,1
41.1,68.73,35.54,41.62,42.24,199.13,2.57,1327.96,9.62,42.63,-10.01,none,0
70.47,74.68,62.68,49.85,42.89,150.54,2.69,791.42,26.42,40.69,-1.83,none,0
68.59,57.82,44.75,33.98,26.12,899.3,6.7,1062.35,139.16,361.06,-14.36,network_degradation,1
44.28,51.77,69.32,34.37,67.31,188.17,1.23,941.72,31.7,33.57,-12.41,none,0
30.21,47.61,36.7,57.41,46.9,871.07,5.64,1687.48,180.27,11.74,35.42,api_availability_degradation,1
47.95,49.0,43.56,38.46,48.18,89.05,1.73,196.35,29.48,44.74,-4.68,none,0
62.15,52.5,79.28,32.97,58.2,220.58,0.59,1019.2,7.82,52.53,21.67,none,0
44.49,43.86,92.38,97.23,96.1,718.38,5.35,1627.99,149.13,49.25,14.32,database_connection_exhaustion,1
37.48,66.1,65.9,27.2,27.78,84.7,2.13,1290.98,24.16,39.93,8.2,none,0
